City,Country,City ID,Latitude,Temperature,Wind Speed,Humidity,Cloudiness
Srednekolymsk,RU,2121025,67.46,4.38,3.58,62,12
Andenes,NO,3163146,69.31,28.4,14.99,86,88
Terenos,BR,3446619,-20.44,70.35,9.73,92,88
Nome,US,4732862,30.04,77.45,10.29,57,40
Koroni,GR,259265,36.8,53.6,26.73,66,20
Salinopolis,BR,3389822,-0.61,79.66,9.17,100,80
Samfya,ZM,899274,-11.37,66.52,5.93,96,44
Te Kauwhata,NZ,2181511,-37.4,66.2,5.82,63,0
Martyush,RU,1499288,56.4,26.88,8.16,88,88
Nara,ML,6779095,15.17,83.04,4.25,38,68
Alofi,NU,4036284,-19.06,84.2,3.36,74,76
Norilsk,RU,1497337,69.35,-10.48,14.43,70,56
Irbeyskoye,RU,1505529,55.64,17.56,11.97,86,44
Dakar,SN,2253354,14.69,66.2,11.41,93,40
Statesville,US,4493316,35.78,73.42,5.7,24,1
Hamilton,BM,3573197,32.3,69.8,3.36,77,90
Kurumkan,RU,2021188,54.33,4.29,2.57,69,36
Westport,IE,2960970,53.8,40.2,19.35,84,80
Gao,ML,2457163,16.28,83.04,6.93,26,48
Ilulissat,GL,3423146,69.22,19.4,3.36,67,0
Ulety,RU,2014369,51.36,8.92,9.06,45,0
Oranjemund,NA,3354071,-28.55,62.11,3.36,98,20
Popondetta,PG,2088163,-8.77,68.32,2.35,93,36
Kuito,AO,3348078,-12.38,62.34,3.69,97,80
Balezino,RU,579432,57.97,21.93,2.91,84,80
Nerang,AU,2155542,-27.99,75.2,5.82,88,75
Hokitika,NZ,2206894,-42.72,57.21,1.9,100,88
Leh,IN,1264976,34.16,-0.26,1.01,79,76
Roma,AU,2151187,-26.57,67.96,8.61,85,20
Machico,PT,2266895,32.7,61.83,3.36,77,20
